mmsi,type,type_specific,name,country_iso
247281100,Cargo,Ro-Ro or Container Carrier,GRANDE MAROCCO,IT
247279300,Passenger,Ro-Ro or Passenger Ship,SANTA CRUZ,IT
247279000,Passenger,Ro-Ro or Passenger Ship,EXCELLENT,IT
247277540,Sailing Vessel,Sailing Vessel,RONZINANTE,IT
247277530,Sailing Vessel,Sailing Vessel,LA SUERTE,IT
247276100,Tanker,Chemical Tanker,ALLEGRA,IT
247275400,Cargo,Ro-Ro or Container Carrier,GRANDE BENIN,IT
247274700,Tanker - Hazard B,Oil or Chemical Tanker,IEVOLI GOLD,IT
247273800,Passenger,Ro-Ro or Passenger Ship,CRUISE EUROPA,IT
247273060,Sailing Vessel,Sailing Vessel,BALANCE,IT
247273000,Cargo,Vehicles Carrier,REPUBBLICA ARGENTINA,IT
247272960,Pleasure Craft,Pleasure Craft,MC HORIZON,IT
247272480,Pleasure Craft,Pleasure Craft,VADOVIA 4,IT
247272160,Sailing Vessel,Sailing Vessel,ALE GRANDE,IT
247271400,Tanker,Oil or Chemical Tanker,MAGNIFICA,IT
247270600,Tanker,Oil or Chemical Tanker,DIVINA,IT
247267200,Pleasure Craft,Pleasure Craft,R23,IT
247264700,Cargo,Ro-Ro or Container Carrier,GRANDE GHANA,IT
247258990,Sailing Vessel,Sailing Vessel,TINY DANCER,IT
247258500,Tanker,Oil or Chemical Tanker,COSTANZA M,IT
247258100,Passenger,Passenger Ship,COSTA PACIFICA,IT
247257940,Sailing Vessel,Sailing Vessel,ESTASI,IT
247257830,Pleasure Craft,Pleasure Craft,TOKUMARO,IT
247257790,Sailing Vessel,Sailing Vessel,ANEMOS,IT
247257570,Sailing Vessel,Sailing Vessel,PICU 3,IT
247257350,Sailing Vessel,Sailing Vessel,NAMASTE I,IT
247257300,Cargo,Pusher Tug,CORONA BOREALE,IT
247257200,Cargo,Pusher Tug,CORONA AUSTRALE,IT
247257090,Sailing Vessel,Sailing Vessel,MON ILE,IT
247257060,Sailing Vessel,Sailing Vessel,WILD BOAR STAR,IT
247257050,Sailing Vessel,Sailing Vessel,KISMET SOLO SAILOR,IT
247256920,Sailing Vessel,Sailing Vessel,HAKUNA MATATA AGAIN,IT
247256620,Sailing Vessel,Sailing Vessel,ALTROVENTO,IT
247256600,Tanker - Hazard A (Major),Oil or Chemical Tanker,ARDENZA,IT
247256560,Sailing Vessel,Sailing Vessel,MARIA SOFIA,IT
247256310,Pleasure Craft,Pleasure Craft,CIRE,IT
247255980,Sailing Vessel,Sailing Vessel,MY FATHER IV,IT
247255870,Pleasure Craft,Pleasure Craft,GORDON,IT
247254770,Sailing Vessel,Sailing Vessel,FRA DIAVOLO,IT
247254720,Sailing Vessel,Sailing Vessel,LUNATIKA,IT
247253240,Sailing Vessel,Sailing Vessel,SEXYTOO TWINSOUL5,IT
247253200,Tanker,Oil or Chemical Tanker,MIMMO IEVOLI,IT
247252410,Wing In Grnd,Wing In Grnd,PAOLUCCI,IT
247252160,Sailing Vessel,Sailing Vessel,TUCANETTO DI RAZZA,IT
247251470,Sailing Vessel,Sailing Vessel,TICA,IT
247251450,Sailing Vessel,Sailing Vessel,VOSCIA,IT
247250660,Sailing Vessel,Sailing Vessel,AURORA,IT
247245500,Pleasure Craft,Yacht,MAIN,IT
247245300,Tanker,Oil or Chemical Tanker,VULCANELLO M,IT
247243700,Tanker,Oil or Chemical Tanker,IEVOLI FAST,IT
247243600,Passenger,Ro-Ro or Passenger Ship,CRUISE BARCELONA,IT
247241800,Cargo - Hazard A (Major),Ro-Ro Cargo,EUROCARGO PALERMO,IT
247240610,Sailing Vessel,Sailing Vessel,KEY GO,IT
247239700,,,,
247239480,Sailing Vessel,Sailing Vessel,CORTOMALTESE,IT
247239190,Sailing Vessel,Sailing Vessel,WANDERLUST III,IT
247239140,Sailing Vessel,Sailing Vessel,ALI SEA,IT
247238700,Tanker,Oil or Chemical Tanker,LEALE,IT
247238610,Sailing Vessel,Sailing Vessel,LUNA BLU,IT
247238490,Sailing Vessel,Sailing Vessel,LYS 2,IT
247238330,Sailing Vessel,Sailing Vessel,PICCOLA,IT
247238230,Sailing Vessel,Sailing Vessel,ALATIEL,IT
247238030,Sailing Vessel,Sailing Vessel,MOBY DICK,IT
247237920,Sailing Vessel,Sailing Vessel,ROTEVISTA,IT
247237890,Sailing Vessel,Sailing Vessel,COSTANZA,IT
247237770,Sailing Vessel,Sailing Vessel,NININ,IT
247237640,Sailing Vessel,Sailing Vessel,NESSUNO,IT
247237590,Pleasure Craft,Pleasure Craft,ORIENTE,IT
247237570,Pleasure Craft,Pleasure Craft,NAMI,IT
247237180,Sailing Vessel,Sailing Vessel,MIAO,IT
247237040,Sailing Vessel,Sailing Vessel,BATANGA,IT
247236890,Sailing Vessel,Sailing Vessel,GLEMM,IT
247236880,Sailing Vessel,Sailing Vessel,BLACK PEKOE 2,IT
247236770,Sailing Vessel,Sailing Vessel,CAYMAN,IT
247236720,Sailing Vessel,Sailing Vessel,NAFTALINA,IT
247236690,Sailing Vessel,Sailing Vessel,LEXA,IT
247236470,Sailing Vessel,Sailing Vessel,ELLA,IT
247236360,Sailing Vessel,Sailing Vessel,NON STOP,IT
247236200,Sailing Vessel,Sailing Vessel,DENEB,IT
247236170,Pleasure Craft,Pleasure Craft,BELLATRIX III,IT
247235970,Sailing Vessel,Sailing Vessel,NIPPER,IT
247235860,Pleasure Craft,Pleasure Craft,MINNESOTA,IT
247235850,Pleasure Craft,Pleasure Craft,AUDREY,IT
247235770,Sailing Vessel,Sailing Vessel,ZOE II,IT
247235630,Sailing Vessel,Sailing Vessel,DARILU,IT
247235530,Pleasure Craft,Pleasure Craft,PALOMA,IT
247235360,Sailing Vessel,Sailing Vessel,TARPY 2.0,IT
247235240,Sailing Vessel,Sailing Vessel,RENOIR,IT
247234410,Sailing Vessel,Sailing Vessel,ALISEE,IT
247233800,Cargo,Ro-Ro or Container Carrier,GRANDE ANGOLA,IT
247233580,Pleasure Craft,Pleasure Craft,TUTTAMIA,IT
247233470,Sailing Vessel,Sailing Vessel,DUE LUNE,IT
247232560,Sailing Vessel,Sailing Vessel,MR BOBO,IT
247232430,Sailing Vessel,Sailing Vessel,SPRITZ,IT
247231200,Tanker - Hazard D (Recognizable),LPG Tanker,SYN ZANIA,IT
247230760,Pleasure Craft,Pleasure Craft,GALPINA IV,IT
247230110,Sailing Vessel,Sailing Vessel,PERLA BLU II,IT
247230090,Sailing Vessel,Sailing Vessel,CATTIVA COMPAGNIA,IT
247230020,Pleasure Craft,Pleasure Craft,IL MORO DI VENEZIA,IT
247229970,Sailing Vessel,Sailing Vessel,CLOE,IT
247229960,Sailing Vessel,Sailing Vessel,CALIPSO,IT
247229950,Sailing Vessel,Sailing Vessel,BIANCA,IT
247229940,Sailing Vessel,Sailing Vessel,AZZURRA,IT
247229930,Sailing Vessel,Sailing Vessel,AURORA 1,IT
247229920,Sailing Vessel,Sailing Vessel,ASIA,IT
247229890,Sailing Vessel,Sailing Vessel,ALBA,IT
247229740,Pleasure Craft,Pleasure Craft,CALU 3,IT
247229630,Sailing Vessel,Sailing Vessel,HOOK I,IT
247229020,Pleasure Craft,Pleasure Craft,BIG FIVE,IT
247228930,Sailing Vessel,Sailing Vessel,12,IT
247228850,Fishing,Fishing,VERSILIA I,IT
247228810,Sailing Vessel,Sailing Vessel,QUAE DE VEIA,IT
247228790,Sailing Vessel,Sailing Vessel,RAPANUI I,IT
247228680,Pleasure Craft,Pleasure Craft,TALITHA KUMI,IT
247228630,Sailing Vessel,Sailing Vessel,JEUNESSE,IT
247228610,Pleasure Craft,Pleasure Craft,MY WAY III,IT
247228600,Passenger,Ro-Ro or Passenger Ship,MEGA SMERALDA,IT
247228470,Sailing Vessel,Sailing Vessel,MARY ROSE,IT
247228450,Sailing Vessel,Sailing Vessel,AMAPOLA 2,IT
247227860,Pleasure Craft,Pleasure Craft,RE LEONE,IT
247227840,Sailing Vessel,Sailing Vessel,RAFFICA 3,IT
247227740,Sailing Vessel,Sailing Vessel,GIOELLA IV,IT
247227650,Sailing Vessel,Sailing Vessel,ALICE II,IT
247227630,Sailing Vessel,Sailing Vessel,CANDELLUVA II,IT
247227470,Sailing Vessel,Sailing Vessel,MOHBARAK V,IT
247227290,Sailing Vessel,Sailing Vessel,SPIRIT,IT
247226990,Sailing Vessel,Sailing Vessel,PARTHENOPE,IT
247226850,Sailing Vessel,Sailing Vessel,PAOLISSIMA,IT
247226620,Sailing Vessel,Sailing Vessel,HAPPY HOUR,IT
247226520,Sailing Vessel,Sailing Vessel,BOSCERINO KEIMON,IT
247226330,Sailing Vessel,Sailing Vessel,APASSILUNGHI3,IT
247226290,Sailing Vessel,Sailing Vessel,FESTINALENTE,IT
247226270,Sailing Vessel,Sailing Vessel,PETERPAN,IT
247226120,Sailing Vessel,Sailing Vessel,GREAT EXCAPE,IT
247226030,Pleasure Craft,Pleasure Craft,BINGOBA,IT
247225950,Sailing Vessel,Sailing Vessel,BELLATRIX II,IT
247225710,Sailing Vessel,Sailing Vessel,FLAMEDO,IT
247225210,Sailing Vessel,Sailing Vessel,SOLLEONE,IT
247224870,Sailing Vessel,Sailing Vessel,ALBABLU,IT
247224790,Pleasure Craft,Pleasure Craft,BILBO,IT
247224740,Sailing Vessel,Sailing Vessel,EMILIAPICCOLA,IT
247224720,Sailing Vessel,Sailing Vessel,ALDABRA,IT
247224390,Sailing Vessel,Sailing Vessel,NOI SI VA,IT
247224340,Sailing Vessel,Sailing Vessel,GALATEA,IT
247224330,Sailing Vessel,Sailing Vessel,DUSHKA,IT
247224200,,,,
247223950,Sailing Vessel,Sailing Vessel,STRALUSC,IT
247223920,Pleasure Craft,Pleasure Craft,NAUS,IT
247223240,Sailing Vessel,Sailing Vessel,NASHORN,IT
247223190,Pleasure Craft,Pleasure Craft,RARA,IT
247223080,Sailing Vessel,Sailing Vessel,247223080,IT
247222270,Sailing Vessel,Sailing Vessel,NEVEREST,IT
247221570,Pleasure Craft,Pleasure Craft,MATAMANOA,IT
247221470,Pleasure Craft,Pleasure Craft,CAFFE,IT
247221220,Fishing,Fishing,VENERE II,IT
247221100,Tanker,Oil or Chemical Tanker,SARACENA,IT
247221050,Sailing Vessel,Sailing Vessel,ALMABRADA,IT
247220610,Pleasure Craft,Pleasure Craft,MR FRANK,IT
247219700,Tanker - Hazard A (Major),Oil or Chemical Tanker,RINELLA M,IT
247219400,Passenger,Ro-Ro or Passenger Ship,CRUISE ROMA,IT
247217500,Cargo,Vehicles Carrier,GRANDE COLONIA,IT
247212910,Sailing Vessel,Sailing Vessel,LITHIAN,IT
247212820,Pleasure Craft,Pleasure Craft,BRUFOLO,IT
247212060,Sailing Vessel,Sailing Vessel,SMALL MORE,IT
247211860,Sailing Vessel,Sailing Vessel,DELFINAKI III,IT
247211660,Sailing Vessel,Sailing Vessel,KESTRESS,IT
247211460,Pleasure Craft,Pleasure Craft,IMAGINATION3,IT
247211430,Sailing Vessel,Sailing Vessel,KATANOI,IT
247211090,Sailing Vessel,Sailing Vessel,ANYWAVE OCEAN,IT
247210970,Sailing Vessel,Sailing Vessel,NAKA,IT
247210720,Sailing Vessel,Sailing Vessel,LADY G,IT
247210210,Sailing Vessel,Sailing Vessel,KI ZEN TA,IT
247208920,Pleasure Craft,Pleasure Craft,ALMAGORES 2,IT
247208810,Sailing Vessel,Sailing Vessel,MAYANGSARI,IT
247208220,Sailing Vessel,Sailing Vessel,SMARTCOW,IT
247207830,Sailing Vessel,Sailing Vessel,BLUE INDY,IT
247207320,Pleasure Craft,Pleasure Craft,SUNTAI,IT
247206840,Sailing Vessel,Sailing Vessel,WHISPER,IT
247206820,Sailing Vessel,Sailing Vessel,ANDANTE ST TROPEZ,IT
247206660,Sailing Vessel,Sailing Vessel,MINIMA,IT
247206470,Sailing Vessel,Sailing Vessel,ARGO,IT
247205870,Sailing Vessel,Sailing Vessel,TANGAROA,IT
247205850,Sailing Vessel,Sailing Vessel,GIADA,IT
247205840,Pleasure Craft,Pleasure Craft,MARO,IT
247205420,Sailing Vessel,Sailing Vessel,SEA STAR,IT
247204970,Sailing Vessel,Sailing Vessel,FIERAMOSCA,IT
247204520,Sailing Vessel,Sailing Vessel,XENIA,IT
247204310,Pleasure Craft,Yacht,AWAYS,IT
247204170,Sailing Vessel,Sailing Vessel,IL SOGNO,IT
247204130,Sailing Vessel,Sailing Vessel,MAIMAI,IT
247204060,Sailing Vessel,Sailing Vessel,GILDA II,IT
247203790,Sailing Vessel,Sailing Vessel,ITACENTODUE,IT
247203610,Sailing Vessel,Sailing Vessel,HAKUNA MATATA,IT
247202980,Sailing Vessel,Sailing Vessel,BLUE EYES,IT
247202620,Sailing Vessel,Sailing Vessel,SCAM,IT
247201850,Sailing Vessel,Sailing Vessel,PANTA REI,IT
247201820,Sailing Vessel,Sailing Vessel,VITAMINA X,IT
247201530,Fishing,Fishing,ILDE II,IT
247201330,Sailing Vessel,Sailing Vessel,FELUCA,IT
247200790,Pleasure Craft,Pleasure Craft,DACKEL,IT
247200760,Sailing Vessel,Sailing Vessel,MAHE 2,IT
247194030,Pleasure Craft,Pleasure Craft,VAYUS,IT
247194020,Sailing Vessel,Sailing Vessel,SARI,IT
247193730,Pleasure Craft,Pleasure Craft,RAFFAELLA 72,IT
247193720,Sailing Vessel,Sailing Vessel,MAXI DUE,IT
247193570,Pleasure Craft,Pleasure Craft,MIOTU,IT
247193470,Pleasure Craft,Pleasure Craft,SUN,IT
247193450,Sailing Vessel,Sailing Vessel,MY WAY,IT
247193210,Pleasure Craft,Pleasure Craft,ARMS,IT
247193190,Pleasure Craft,Pleasure Craft,GEGE IV,IT
247193110,Pleasure Craft,Pleasure Craft,PANTAREI2,IT
247192660,Sailing Vessel,Sailing Vessel,NUCCIA E CELIO,IT
247192530,Pleasure Craft,Pleasure Craft,FIESTA,IT
247192260,Pleasure Craft,Pleasure Craft,REV,IT
247192180,Pleasure Craft,Pleasure Craft,MAMACA 3,IT
247192150,,,,
247192120,Sailing Vessel,Sailing Vessel,ENIGMA,IT
247191970,Pleasure Craft,Pleasure Craft,ESTIA,IT
247191940,Sailing Vessel,Sailing Vessel,FANTASIA III,IT
247191930,Sailing Vessel,Sailing Vessel,MARAME,IT
247191880,Sailing Vessel,Sailing Vessel,ALEGHER,IT
247191850,Sailing Vessel,Sailing Vessel,NAKA ONE,IT
247191820,Sailing Vessel,Sailing Vessel,MILLA,IT
247191560,Pleasure Craft,Pleasure Craft,BOLLICINA,IT
247191500,Tug,Fire Fighting Vessel,CALA AZZURRA,IT
247191030,Sailing Vessel,Sailing Vessel,ASHERAT,IT
247190680,Pleasure Craft,Pleasure Craft,ROBERTA G,IT
247190400,Tanker,Oil or Chemical Tanker,DANTE A,IT
247190210,Sailing Vessel,Sailing Vessel,MARIA SOFIA,IT
247186800,Tanker,Oil or Chemical Tanker,CALAJUNCO M,IT
247186700,Passenger,Ro-Ro or Passenger Ship,MOBY TOMMY,IT
247186300,Cargo,Vehicles Carrier,GRANDE DETROIT,IT
247185400,Passenger,Ro-Ro or Passenger Ship,MOBY OTTA,IT
247183400,Other,Research or Survey Vessel,G. DALLAPORTA,IT
247183200,Passenger,Ro-Ro or Passenger Ship,MEGA EXPRESS FIVE,IT
247178700,Passenger,Ro-Ro or Passenger Ship,MEGA EXPRESS FOUR,IT
247176800,Cargo,Tug,PIEMONTE,IT
247171100,Tanker,Oil or Chemical Tanker,MELORIA,IT
247163900,Passenger,Ro-Ro or Passenger Ship,GNV CRISTAL,IT
247163100,Passenger,Ro-Ro or Passenger Ship,GNV ATLAS,IT
247162900,,,,
247162890,Sailing Vessel,Sailing Vessel,ES VEDRA,IT
247162200,Passenger,Ro-Ro or Passenger Ship,MOBY DREA,IT
247162050,Sailing Vessel,Sailing Vessel,ELISA,IT
247161560,Pleasure Craft,Pleasure Craft,HIGHLAND DAUGHTER,IT
247159780,Sailing Vessel,Sailing Vessel,ASTERION I,IT
247159410,Pleasure Craft,Pleasure Craft,ITS TIME,IT
247159400,Other,Yacht,DIONEA,IT
247158480,Sailing Vessel,Sailing Vessel,TAO 3,IT
247158340,Pleasure Craft,Pleasure Craft,KILROY,IT
247156500,Tanker,Oil or Chemical Tanker,DATTILO M,IT
247149470,Fishing,Fishing,ITALIA II,IT
247149250,Fishing,Fishing,ORLANDO,IT
247149100,Tanker,Oil or Chemical Tanker,BASILUZZO M,IT
247146950,Fishing,Trawler,SICULA PESCA,IT
247146890,Fishing,Trawler,PEGASO S.B.,IT
247146610,Fishing,Fishing,LUCIANO GIACALONE,IT
247145060,Fishing,Fishing Vessel,CATERINA MARIA,IT
247143620,Fishing,Fishing Vessel,MARIA GRAZIA,IT
247142000,Passenger,Ro-Ro or Passenger Ship,MAJESTIC,IT
247141380,Fishing,Fishing,SARATOKA,IT
247140520,Fishing,Fishing,MADONNA DI FATIMA,IT
247136000,Passenger,Ro-Ro or Passenger Ship,SPLENDID,IT
247135070,Pleasure Craft,Pleasure Craft,SHAREL,IT
247134210,Sailing Vessel,Sailing Vessel,NEXT B,IT
247133620,Fishing,Fishing,AMMIRAGLIA,IT
247132400,Passenger,Ro-Ro or Passenger Ship,MOBY AKI,IT
247131600,Passenger,Ro-Ro or Passenger Ship,ZEUS PALACE,IT
247131100,Tug,Tug,LIONE,IT
247130850,Fishing,Fishing,CARMELA MADRE,IT
247130700,Passenger,Ro-Ro or Passenger Ship,GNV AURIGA,IT
247130410,Fishing,Fishing,MADONNA DEL CARMINE,IT
247129100,Tanker,Oil or Chemical Tanker,VALLE DI CORDOBA,IT
247122490,Fishing,Fishing,VINCENZO MILU,IT
247119520,Sailing Vessel,Sailing Vessel,CATTY SARK,IT
247119130,Sailing Vessel,Sailing Vessel,WRATH,IT
247118800,Tanker,Oil or Chemical Tanker,FILICUDI M,IT
247118700,Tanker - Hazard A (Major),Tanker - Hazard A (Major),VALLE DI GRANA4A,IT
247116600,Cargo,Vehicles Carrier,GRANDE ANVERSA,IT
247115800,Sailing Vessel,Sailing Vessel,KAIROS,IT
247115700,Sailing Vessel,Sailing Vessel,GOOD SHOT ONE,IT
247109500,Passenger,Passenger,MEGA REGINA,IT
247106500,Passenger,Ro-Ro or Passenger Ship,GNV SIRIO,IT
247104660,Sailing Vessel,Sailing Vessel,BAD GIRL,IT
247104580,Pleasure Craft,Pleasure Craft,REVEIL,IT
247104500,Tanker,Oil or Chemical Tanker,DIEGO,IT
247104400,Tanker,Oil or Chemical Tanker,GIULIA IEVOLI,IT
247104360,Sailing Vessel,Sailing Vessel,SAILAVI 2,IT
247102500,Tanker - Hazard B,Oil or Chemical Tanker,GENNARO IEVOLI,IT
247102300,Sailing Vessel,Sailing Vessel,ATALANTA II,IT
247100800,Other,Other,ASTREA,IT
247100710,Fishing,Fishing,DONATO PADRE,IT
247100520,Fishing,Fishing,FANTE DI PICCHE,IT
247100400,Tanker,Oil or Chemical Tanker,ANGELINA AMORETTI,IT
247098600,,,,
247094800,Passenger,Passenger Ship,COSTA FORTUNA,IT
247094000,Passenger,Ro-Ro or Passenger Ship,FANTASTIC,IT
247092400,Sailing Vessel,Sailing Vessel,ELMOSFIRE,IT
247091440,Pleasure Craft,Pleasure Craft,BOOMERANG IV,IT
247090540,Sailing Vessel,Sailing Vessel,SNOPS,IT
247089720,Sailing Vessel,Sailing Vessel,BIG WOOL,IT
247089500,Passenger,Ro-Ro or Passenger Ship,MEGA EXPRESS THREE,IT
247089450,Sailing Vessel,Sailing Vessel,DIDA II,IT
247089340,Sailing Vessel,Sailing Vessel,TRUCCIOLO DORO III,IT
247089320,Pleasure Craft,Pleasure Craft,FOUR FLOWERS III,IT
247088360,Pleasure Craft,Pleasure Craft,GRANIL,IT
247088280,Pleasure Craft,Pleasure Craft,FLIPPER,IT
247087670,Pleasure Craft,Pleasure Craft,EVA,IT
247087170,Sailing Vessel,Sailing Vessel,DREAM,IT
247086800,Cargo,Vehicles Carrier,GRANDE ROMA,IT
247086400,Tanker,Oil or Chemical Tanker,IEVOLI SPRINT,IT
247086200,Passenger,Ro-Ro or Passenger Ship,ATHARA,IT
247083700,Passenger,Ro-Ro or Passenger Ship,LA SUPREMA,IT
247082300,Cargo,Pusher Tug,URSA MINOR,IT
247081680,Fishing,Fishing,MORLE II,IT
247080300,Sailing Vessel,Sailing Vessel,TROPIC OF CAPRICORN,IT
247080200,Cargo,Vehicles Carrier,GRANDE NAPOLI,IT
247079700,,,,
247077020,Sailing Vessel,Sailing Vessel,OXO,IT
247076750,Sailing Vessel,Sailing Vessel,MAHARE,IT
247071210,Pleasure Craft,Pleasure Craft,STARFLY,IT
247069890,Pleasure Craft,Pleasure Craft,RAIS DRAGUT II,IT
247069600,Tanker,Oil or Chemical Tanker,LUCA IEVOLI,IT
247069570,Pleasure Craft,Pleasure Craft,VERELA,IT
247069410,Sailing Vessel,Sailing Vessel,JABABE,IT
247068866,,,,
247067650,Pleasure Craft,Pleasure Craft,PIROPO,IT
247066860,Fishing,Fishing,ANASTASIA,IT
247066850,Fishing,Fishing,PENTA,IT
247066600,Pleasure Craft,Yacht,L'ALDEBARAN PRIMO,IT
247066400,Sailing Vessel,Sailing Vessel,DUAN,IT
247066180,Fishing,Fishing,GIANNI RIVERA,IT
247065950,Sailing Vessel,Sailing Vessel,BLIZZARD M.A,IT
247065500,Cargo,Vehicles Carrier,GRANDE PORTOGALLO,IT
247065380,Pleasure Craft,Pleasure Craft,JOKER II,IT
247065350,Sailing Vessel,Sailing Vessel,DEW,IT
247065020,Sailing Vessel,Sailing Vessel,OSSIRINA,IT
247064520,Sailing Vessel,Sailing Vessel,TESTACUORE RACE,IT
247064110,Pleasure Craft,Pleasure Craft,WOTAN IX,IT
247064100,Tug,Tug,HYPSAS,IT
247064090,Sailing Vessel,Sailing Vessel,WHITE ROSE,IT
247063450,Fishing,Fishing,CERASELLA,IT
247063250,Fishing,Fishing,GIAGUARO,IT
247063240,Fishing,Fishing,QUARTO,IT
247062910,Sailing Vessel,Sailing Vessel,GINTONIC SOLO SAILOR,IT
247062270,Pleasure Craft,Pleasure Craft,ORION,IT
247061720,Fishing,Fishing,ALBATROS II,IT
247061700,Cargo,Articulated Pusher Tug,URSA MAJOR,IT
247061690,Fishing,Fishing,VIPERA,IT
247061680,Fishing,Fishing,ANTARES,IT
247061650,Fishing,Fishing,STELLA MARINA,IT
247061600,High Speed Craft,High Speed Craft,CORSICA EXPRESS 3,IT
247061520,Sailing Vessel,Sailing Vessel,SCHICCHERONA,IT
247061340,Pleasure Craft,Pleasure Craft,EPIPHANY,IT
247061120,Sailing Vessel,Sailing Vessel,BELLAMIA,IT
247060850,Sailing Vessel,Sailing Vessel,ARABESQUE,IT
247059990,Sailing Vessel,Sailing Vessel,KIMALE,IT
247059910,Sailing Vessel,Sailing Vessel,PIGRA,IT
247059310,Sailing Vessel,Sailing Vessel,ARETHUSA,IT
247059110,Sailing Vessel,Sailing Vessel,MELAGODO,IT
247058680,Sailing Vessel,Sailing Vessel,SHANTI,IT
247058630,Sailing Vessel,Sailing Vessel,BIONDINA,IT
247058360,Sailing Vessel,Sailing Vessel,OSCAR 3,IT
247057970,Sailing Vessel,Sailing Vessel,UMMAGUMMA,IT
247057730,Sailing Vessel,Sailing Vessel,FELIX,IT
247057170,Sailing Vessel,Sailing Vessel,KIKA GC SOLO SAILOR,IT
247057100,Passenger,Ro-Ro or Passenger Ship,JANAS,IT
247056790,Sailing Vessel,Sailing Vessel,AMOREMARE,IT
247056200,Cargo,Vehicles Carrier,GRANDE SPAGNA,IT
247056100,Passenger,Ro-Ro or Passenger Ship,LA SUPERBA,IT
247048130,Pleasure Craft,Pleasure Craft,ORSA MAGGIORE,IT
247048030,Sailing Vessel,Sailing Vessel,MRS BEE,IT
247047670,Sailing Vessel,Sailing Vessel,AQUARANTA,IT
247047430,Sailing Vessel,Sailing Vessel,SAMURAI,IT
247046400,Tanker,Oil or Chemical Tanker,ALESSANDRO F,IT
247046280,Sailing Vessel,Sailing Vessel,GIF CARAIBES,IT
247046170,Sailing Vessel,Sailing Vessel,ULYSSES,IT
247045700,Other,Offshore Supply Ship,ASSO VENTIQUATTRO,IT
247044800,Sailing Vessel,Sailing Vessel,WOOLLOOMOOLOO TOO,IT
247044780,Sailing Vessel,Sailing Vessel,LO SPIRITO DI STELLA,IT
247044490,Pleasure Craft,Pleasure Craft,QUATTORDICI,IT
247042190,Pleasure Craft,Pleasure Craft,ITALICA,IT
247040610,Sailing Vessel,Sailing Vessel,STREGA,IT
247040330,Sailing Vessel,Sailing Vessel,GOOD SHOT,IT
247039970,Pleasure Craft,Pleasure Craft,TERRY,IT
247039940,Pleasure Craft,Pleasure Craft,ADELE,IT
247039920,Pleasure Craft,Pleasure Craft,EOLINO II,IT
247039840,Pleasure Craft,Pleasure Craft,GIORGIA,IT
247039780,Sailing Vessel,Sailing Vessel,CRAB,IT
247039660,Pleasure Craft,Pleasure Craft,SERENITY,IT
247039640,Sailing Vessel,Sailing Vessel,FREETIME 6,IT
247039630,Sailing Vessel,Sailing Vessel,GHIRA II,IT
247039470,Pleasure Craft,Pleasure Craft,FLORIDIAN,IT
247039400,Cargo,Vehicles Carrier,GRAND BENELUX,IT
247039340,Sailing Vessel,Sailing Vessel,MISTRAL GAGNANT,IT
247039330,Sailing Vessel,Sailing Vessel,BLUE DREAM 3,IT
247039300,Cargo,Vehicles Carrier,GRANDE ITALIA,IT
247039160,Pleasure Craft,Pleasure Craft,ATMOSPHERE,IT
247039130,Pleasure Craft,Pleasure Craft,PANTA REI,IT
247039110,Sailing Vessel,Sailing Vessel,ALASTOR,IT
247038720,Pleasure Craft,Pleasure Craft,SHAMAR 4,IT
247038580,Pleasure Craft,Pleasure Craft,MAVERICK,IT
247038490,Pleasure Craft,Pleasure Craft,MANGIOMAR,IT
247038340,Sailing Vessel,Sailing Vessel,GULLIVER 4,IT
247038320,Sailing Vessel,Sailing Vessel,POLUS 469 SOLOSAILOR,IT
247038090,Sailing Vessel,Sailing Vessel,MOGADOR,IT
247037920,Sailing Vessel,Sailing Vessel,SHAI,IT
247037910,Sailing Vessel,Sailing Vessel,EUDORA,IT
247037790,Sailing Vessel,Sailing Vessel,FAREWELL IV,IT
247037780,Sailing Vessel,Sailing Vessel,KALI,IT
247037580,Sailing Vessel,Sailing Vessel,LYDIA,IT
247037390,Sailing Vessel,Sailing Vessel,FLU,IT
247037340,Pleasure Craft,Pleasure Craft,IRREALE 2,IT
247037330,Sailing Vessel,Sailing Vessel,FLAPPO,IT
247037080,Sailing Vessel,Sailing Vessel,KUDA RAH,IT
247037020,Pleasure Craft,Pleasure Craft,MARINA IV,IT
247036910,Sailing Vessel,Sailing Vessel,BARONG II,IT
247036100,Passenger,Ro-Ro or Passenger Ship,MEGA EXPRESS TWO,IT
247036060,Sailing Vessel,Sailing Vessel,LUKE SKYWALKER,IT
247035380,Sailing Vessel,Sailing Vessel,MATITU,IT
247034880,Sailing Vessel,Sailing Vessel,BIMBA MATTA,IT
247034210,Sailing Vessel,Sailing Vessel,SOLOELLE,IT
247034200,Passenger,Ro-Ro or Passenger Ship,MOBY ALE DUE,IT
247033710,Sailing Vessel,Sailing Vessel,BLU,IT
247033600,Pleasure Craft,Pleasure Craft,NEW MASTER,IT
247032890,Sailing Vessel,Sailing Vessel,KIWI2,IT
247020090,Sailing Vessel,Sailing Vessel,EKI SOLO SAILOR,IT
247019600,Cargo,Ro-Ro or Container Carrier,GRANDE ELLADE,IT
247015400,Passenger,Ro-Ro or Passenger Ship,MOBY WONDER,IT
247014400,SAR,SAR,CP 867,IT
247013990,Sailing Vessel,Sailing Vessel,ZHORA,IT
247013980,Sailing Vessel,Sailing Vessel,1078 SOLOSAILOR,IT
